cycles,side,pmax,PA,CCT,Dt,PS,mu,ad,I,M,Tumor size,Confluence
480,75,20,1,19,0.041666666666666664,15,6,9,1,3,556,9.884444444444444
480,75,16,3,40,0.041666666666666664,45,4,0,0,8,550,9.777777777777779
480,75,17,2,40,0.041666666666666664,28,7,7,1,2,5,0.08888888888888889
480,75,15,1,26,0.041666666666666664,71,9,6,5,9,0,0.0
480,75,16,2,46,0.041666666666666664,57,7,2,1,0,355,6.311111111111112
480,75,17,3,26,0.041666666666666664,38,4,5,1,4,708,12.586666666666666
480,75,20,1,12,0.041666666666666664,72,4,5,0,0,480,8.533333333333333
480,75,17,1,47,0.041666666666666664,56,10,2,0,4,1500,26.666666666666668
480,75,16,3,29,0.041666666666666664,52,9,6,1,7,1787,31.768888888888892
480,75,19,3,22,0.041666666666666664,40,9,3,3,1,266,4.728888888888889
480,75,20,2,47,0.041666666666666664,30,8,5,0,9,2,0.035555555555555556
480,75,20,2,48,0.041666666666666664,65,8,2,2,7,210,3.733333333333334
480,75,20,3,32,0.041666666666666664,22,3,9,4,2,0,0.0
480,75,18,2,38,0.041666666666666664,43,2,3,0,7,976,17.351111111111113
480,75,17,1,43,0.041666666666666664,48,10,7,1,7,2720,48.355555555555554
480,75,19,2,48,0.041666666666666664,11,2,1,2,6,71,1.2622222222222221
480,75,15,3,25,0.041666666666666664,53,6,1,3,10,0,0.0
480,75,15,1,19,0.041666666666666664,51,9,5,0,9,1527,27.14666666666667
480,75,17,3,22,0.041666666666666664,68,8,9,4,9,875,15.555555555555555
480,75,20,2,41,0.041666666666666664,46,8,4,0,0,83,1.4755555555555555
480,75,19,1,18,0.041666666666666664,17,8,4,2,6,1121,19.92888888888889
480,75,15,3,15,0.041666666666666664,27,8,5,0,6,2428,43.16444444444444
480,75,20,2,14,0.041666666666666664,47,8,4,0,4,1519,27.00444444444444
480,75,16,3,32,0.041666666666666664,47,9,7,2,3,380,6.755555555555555
480,75,15,2,25,0.041666666666666664,27,3,0,4,8,31,0.5511111111111111
480,75,20,1,40,0.041666666666666664,43,8,0,2,2,803,14.275555555555556
480,75,20,1,42,0.041666666666666664,25,6,7,3,1,78,1.3866666666666667
480,75,17,1,26,0.041666666666666664,70,10,0,1,8,5199,92.42666666666666
480,75,20,3,39,0.041666666666666664,26,5,2,1,8,98,1.7422222222222221
480,75,17,2,44,0.041666666666666664,11,3,8,1,9,73,1.2977777777777777
480,75,17,3,24,0.041666666666666664,22,2,3,2,2,108,1.92
480,75,17,2,26,0.041666666666666664,66,7,8,0,5,1902,33.81333333333333
480,75,16,3,20,0.041666666666666664,45,6,8,1,2,1267,22.524444444444445
480,75,15,2,14,0.041666666666666664,12,8,0,4,3,0,0.0
480,75,18,2,40,0.041666666666666664,65,8,7,5,5,0,0.0
480,75,18,3,21,0.041666666666666664,35,8,8,5,4,0,0.0
480,75,17,1,30,0.041666666666666664,39,3,7,4,6,361,6.417777777777777
480,75,16,2,17,0.041666666666666664,59,10,7,3,10,0,0.0
480,75,20,1,48,0.041666666666666664,65,3,1,0,8,1101,19.573333333333334
480,75,15,1,44,0.041666666666666664,33,3,6,5,10,0,0.0
480,75,17,1,28,0.041666666666666664,31,10,0,5,0,142,2.5244444444444443
480,75,18,3,39,0.041666666666666664,57,5,4,2,8,0,0.0
480,75,19,2,42,0.041666666666666664,15,10,2,1,6,7,0.12444444444444445
480,75,16,1,43,0.041666666666666664,50,10,1,0,7,2241,39.839999999999996
480,75,19,2,19,0.041666666666666664,40,3,9,1,9,400,7.111111111111111
480,75,17,3,42,0.041666666666666664,44,3,0,4,4,0,0.0
480,75,16,2,16,0.041666666666666664,60,2,0,3,3,2548,45.297777777777775
480,75,17,3,45,0.041666666666666664,33,5,8,3,6,0,0.0
480,75,18,1,47,0.041666666666666664,65,8,9,4,3,0,0.0
480,75,15,3,32,0.041666666666666664,53,10,4,4,9,1367,24.302222222222223
480,75,17,1,46,0.041666666666666664,16,3,3,2,8,0,0.0
480,75,16,2,35,0.041666666666666664,40,8,4,0,3,814,14.471111111111112
480,75,17,2,14,0.041666666666666664,56,3,1,4,0,0,0.0
480,75,19,3,22,0.041666666666666664,73,2,6,0,3,2927,52.035555555555554
480,75,15,2,26,0.041666666666666664,39,4,9,3,7,410,7.28888888888889
480,75,20,3,30,0.041666666666666664,74,8,10,5,7,235,4.177777777777777
480,75,19,1,32,0.041666666666666664,39,5,2,3,8,961,17.084444444444443
480,75,18,3,32,0.041666666666666664,43,5,6,0,8,636,11.306666666666667
480,75,18,1,48,0.041666666666666664,65,9,5,1,8,2351,41.79555555555556
480,75,17,2,38,0.041666666666666664,19,4,6,2,0,55,0.9777777777777777
480,75,17,3,39,0.041666666666666664,16,2,3,5,9,0,0.0
480,75,20,2,29,0.041666666666666664,46,3,8,0,5,160,2.8444444444444446
480,75,15,2,42,0.041666666666666664,35,7,10,3,3,16,0.28444444444444444
480,75,17,1,47,0.041666666666666664,20,4,9,0,7,358,6.364444444444445
480,75,19,2,32,0.041666666666666664,22,10,1,4,9,0,0.0
480,75,15,1,31,0.041666666666666664,67,2,2,1,1,1500,26.666666666666668
480,75,16,3,22,0.041666666666666664,46,4,5,5,1,591,10.506666666666668
480,75,20,3,17,0.041666666666666664,28,9,4,2,9,1388,24.675555555555555
480,75,18,1,46,0.041666666666666664,45,4,10,5,2,0,0.0
480,75,19,1,32,0.041666666666666664,57,8,8,3,7,887,15.768888888888888
480,75,16,3,36,0.041666666666666664,11,3,6,1,1,2,0.035555555555555556
480,75,15,3,30,0.041666666666666664,26,6,9,1,7,299,5.315555555555555
480,75,15,2,12,0.041666666666666664,69,7,6,2,7,4153,73.83111111111111
480,75,16,1,16,0.041666666666666664,23,7,1,2,5,1494,26.56
480,75,17,3,19,0.041666666666666664,11,7,6,4,4,0,0.0
480,75,16,2,18,0.041666666666666664,45,9,3,1,3,2836,50.41777777777777
480,75,15,3,48,0.041666666666666664,61,5,9,1,9,340,6.044444444444444
480,75,17,3,14,0.041666666666666664,63,2,5,2,3,2298,40.85333333333334
480,75,16,3,25,0.041666666666666664,66,8,8,4,8,1043,18.54222222222222
480,75,20,3,37,0.041666666666666664,29,7,2,1,5,0,0.0
480,75,16,2,30,0.041666666666666664,53,5,10,1,9,0,0.0
480,75,16,3,44,0.041666666666666664,68,9,5,2,2,199,3.537777777777778
480,75,18,2,14,0.041666666666666664,37,4,0,3,2,1909,33.937777777777775
480,75,16,1,24,0.041666666666666664,69,5,4,4,8,217,3.857777777777778
480,75,16,3,22,0.041666666666666664,55,3,3,1,9,2538,45.12
480,75,18,1,28,0.041666666666666664,72,6,4,3,5,2157,38.34666666666667
480,75,19,3,18,0.041666666666666664,29,3,8,2,10,423,7.5200000000000005
480,75,15,2,44,0.041666666666666664,50,6,4,1,0,227,4.035555555555556
480,75,19,3,21,0.041666666666666664,36,8,8,3,1,605,10.755555555555556
480,75,19,1,48,0.041666666666666664,30,8,9,1,1,48,0.8533333333333334
480,75,16,1,25,0.041666666666666664,19,10,10,4,0,119,2.1155555555555554
480,75,19,2,26,0.041666666666666664,20,8,3,3,6,0,0.0
480,75,20,3,37,0.041666666666666664,14,9,10,5,8,0,0.0
480,75,18,2,13,0.041666666666666664,42,9,1,4,0,3536,62.86222222222222
480,75,19,2,38,0.041666666666666664,48,4,6,5,4,0,0.0
480,75,18,3,42,0.041666666666666664,51,10,2,2,10,147,2.6133333333333333
480,75,15,3,28,0.041666666666666664,48,9,7,2,3,739,13.137777777777778
480,75,20,1,32,0.041666666666666664,59,2,7,1,1,1087,19.324444444444445
480,75,15,3,43,0.041666666666666664,40,7,5,1,6,0,0.0
480,75,19,3,22,0.041666666666666664,28,2,1,4,2,0,0.0
480,75,15,1,30,0.041666666666666664,46,2,0,1,7,394,7.004444444444445
480,75,19,1,24,0.041666666666666664,19,6,5,1,3,1134,20.16
480,75,20,1,32,0.041666666666666664,19,3,5,1,5,905,16.08888888888889
480,75,15,2,29,0.041666666666666664,17,5,0,1,5,301,5.351111111111111
480,75,20,3,22,0.041666666666666664,68,5,4,4,3,1887,33.54666666666667
480,75,18,3,17,0.041666666666666664,29,5,1,3,5,0,0.0
480,75,19,1,27,0.041666666666666664,42,3,1,2,5,2544,45.22666666666667
480,75,18,3,27,0.041666666666666664,75,10,8,3,5,0,0.0
480,75,19,3,19,0.041666666666666664,39,3,8,0,3,923,16.40888888888889
480,75,16,3,44,0.041666666666666664,20,10,3,3,7,1,0.017777777777777778
480,75,19,3,14,0.041666666666666664,57,7,6,4,2,2339,41.58222222222222
480,75,20,3,35,0.041666666666666664,37,3,1,4,5,0,0.0
480,75,18,1,21,0.041666666666666664,71,6,7,5,9,1109,19.715555555555557
480,75,18,1,47,0.041666666666666664,67,5,6,4,3,59,1.048888888888889
480,75,15,2,48,0.041666666666666664,59,5,9,1,1,329,5.848888888888889
480,75,16,1,33,0.041666666666666664,12,5,2,0,3,1245,22.133333333333333
480,75,17,1,43,0.041666666666666664,39,2,5,4,3,24,0.4266666666666667
480,75,20,2,28,0.041666666666666664,57,2,7,4,2,0,0.0
480,75,18,2,17,0.041666666666666664,50,3,1,3,7,2039,36.24888888888889
480,75,15,3,13,0.041666666666666664,59,8,0,1,2,5247,93.28
480,75,20,1,37,0.041666666666666664,62,8,0,4,4,81,1.44
480,75,15,3,30,0.041666666666666664,72,5,9,5,9,0,0.0
480,75,20,1,18,0.041666666666666664,22,4,2,3,8,305,5.422222222222222
480,75,18,2,23,0.041666666666666664,60,4,8,3,3,628,11.164444444444445
480,75,18,3,37,0.041666666666666664,15,8,4,5,7,0,0.0
480,75,16,2,46,0.041666666666666664,36,10,10,0,8,106,1.8844444444444446
480,75,20,3,13,0.041666666666666664,68,3,3,4,10,1998,35.52
480,75,16,2,46,0.041666666666666664,48,2,3,4,8,0,0.0
480,75,15,2,27,0.041666666666666664,22,8,7,5,3,0,0.0
480,75,15,3,27,0.041666666666666664,11,4,10,4,8,0,0.0
480,75,17,2,42,0.041666666666666664,16,8,0,3,5,309,5.493333333333333
480,75,20,3,12,0.041666666666666664,69,5,8,1,6,2366,42.062222222222225
480,75,15,2,41,0.041666666666666664,29,4,3,5,10,0,0.0
480,75,18,3,20,0.041666666666666664,16,3,5,4,4,0,0.0
480,75,17,3,33,0.041666666666666664,21,6,0,1,8,115,2.0444444444444447
480,75,16,2,46,0.041666666666666664,38,5,0,5,9,4,0.07111111111111111
480,75,19,1,17,0.041666666666666664,47,9,2,0,6,2435,43.28888888888889
480,75,15,2,43,0.041666666666666664,60,9,8,0,3,616,10.95111111111111
480,75,16,2,15,0.041666666666666664,62,8,9,1,0,1689,30.026666666666667
480,75,19,2,18,0.041666666666666664,20,2,9,0,3,318,5.653333333333333
480,75,16,1,25,0.041666666666666664,47,4,4,0,5,663,11.786666666666665
480,75,17,2,15,0.041666666666666664,71,8,0,5,2,4767,84.74666666666667
480,75,16,1,16,0.041666666666666664,58,6,3,2,2,4485,79.73333333333333
480,75,19,1,24,0.041666666666666664,44,2,7,1,5,677,12.035555555555554
480,75,17,3,38,0.041666666666666664,55,10,9,0,0,376,6.684444444444444
480,75,18,1,45,0.041666666666666664,62,3,4,3,9,3,0.05333333333333334
480,75,18,1,13,0.041666666666666664,55,2,4,0,3,709,12.604444444444443
480,75,15,2,42,0.041666666666666664,44,7,3,4,10,183,3.253333333333333
480,75,15,1,16,0.041666666666666664,21,9,4,1,10,1234,21.93777777777778
480,75,19,2,30,0.041666666666666664,72,7,8,4,2,865,15.37777777777778
480,75,18,1,22,0.041666666666666664,33,4,8,5,4,279,4.96
480,75,20,1,45,0.041666666666666664,47,2,7,0,9,412,7.3244444444444445
480,75,19,3,12,0.041666666666666664,61,4,2,1,8,4233,75.25333333333334
480,75,16,1,19,0.041666666666666664,50,4,9,5,2,62,1.1022222222222222
480,75,16,1,32,0.041666666666666664,70,3,2,2,4,1385,24.622222222222224
480,75,18,3,48,0.041666666666666664,66,9,7,4,5,18,0.32
480,75,20,2,47,0.041666666666666664,44,9,8,1,3,763,13.564444444444446
480,75,15,2,24,0.041666666666666664,42,3,3,4,0,0,0.0
480,75,20,2,32,0.041666666666666664,66,2,7,3,6,717,12.746666666666668
480,75,16,1,31,0.041666666666666664,71,2,10,5,10,205,3.644444444444445
480,75,19,2,37,0.041666666666666664,24,2,6,2,9,127,2.2577777777777777
480,75,18,3,26,0.041666666666666664,29,9,0,2,7,0,0.0
480,75,16,1,44,0.041666666666666664,35,9,6,2,2,28,0.4977777777777778
480,75,20,3,33,0.041666666666666664,22,2,1,5,5,0,0.0
480,75,15,3,20,0.041666666666666664,69,7,0,0,5,5267,93.63555555555556
480,75,19,1,22,0.041666666666666664,20,9,7,0,3,1211,21.52888888888889
480,75,15,3,24,0.041666666666666664,45,7,8,4,0,252,4.4799999999999995
480,75,16,3,24,0.041666666666666664,51,8,1,1,9,3780,67.2
480,75,20,1,48,0.041666666666666664,14,7,7,3,9,0,0.0
480,75,15,1,40,0.041666666666666664,30,9,3,1,5,253,4.497777777777777
480,75,17,3,45,0.041666666666666664,48,6,3,4,5,0,0.0
480,75,18,2,45,0.041666666666666664,25,4,9,2,7,10,0.17777777777777778
480,75,17,3,20,0.041666666666666664,19,8,0,2,1,1095,19.466666666666665
480,75,16,3,48,0.041666666666666664,33,6,5,1,9,33,0.5866666666666667
480,75,19,2,29,0.041666666666666664,50,10,3,2,2,736,13.084444444444445
480,75,17,2,42,0.041666666666666664,28,7,9,0,6,209,3.7155555555555555
480,75,17,1,48,0.041666666666666664,63,2,1,2,10,430,7.644444444444444
480,75,17,2,28,0.041666666666666664,27,6,10,1,9,63,1.1199999999999999
480,75,20,3,13,0.041666666666666664,58,2,0,3,9,2060,36.62222222222222
480,75,19,1,26,0.041666666666666664,70,9,5,3,1,2020,35.91111111111111
480,75,19,2,41,0.041666666666666664,64,4,9,3,0,200,3.5555555555555554
480,75,17,2,17,0.041666666666666664,34,3,1,4,1,435,7.733333333333333
480,75,20,1,16,0.041666666666666664,31,4,6,0,4,876,15.573333333333334
480,75,15,1,15,0.041666666666666664,38,3,8,4,4,504,8.959999999999999
480,75,17,3,15,0.041666666666666664,67,5,6,0,3,4555,80.97777777777779
480,75,15,3,14,0.041666666666666664,61,10,2,4,10,5149,91.53777777777778
480,75,15,1,17,0.041666666666666664,29,6,10,3,6,125,2.2222222222222223
480,75,17,1,22,0.041666666666666664,74,9,7,5,10,3088,54.897777777777776
480,75,16,3,33,0.041666666666666664,31,8,5,3,7,0,0.0
480,75,18,1,40,0.041666666666666664,60,4,2,2,4,563,10.00888888888889
480,75,19,2,14,0.041666666666666664,72,3,5,3,2,3279,58.29333333333333
480,75,15,3,31,0.041666666666666664,54,9,9,3,8,557,9.902222222222221
480,75,18,1,12,0.041666666666666664,26,2,1,3,0,250,4.444444444444445
480,75,15,2,29,0.041666666666666664,32,3,7,3,5,0,0.0
480,75,15,1,30,0.041666666666666664,60,5,9,0,7,803,14.275555555555556
480,75,19,1,34,0.041666666666666664,75,8,8,4,1,0,0.0
480,75,16,3,31,0.041666666666666664,74,3,2,4,9,1696,30.151111111111113
480,75,18,1,23,0.041666666666666664,58,4,0,1,8,1692,30.080000000000002
480,75,18,2,12,0.041666666666666664,71,9,10,1,9,911,16.195555555555554
480,75,17,2,29,0.041666666666666664,31,10,4,2,0,86,1.5288888888888887
480,75,16,3,12,0.041666666666666664,62,3,5,3,0,2993,53.208888888888886
480,75,19,3,18,0.041666666666666664,49,8,1,2,3,1193,21.20888888888889
480,75,20,1,34,0.041666666666666664,35,4,2,5,3,457,8.124444444444444
480,75,19,1,41,0.041666666666666664,47,7,10,2,0,119,2.1155555555555554
480,75,19,2,13,0.041666666666666664,66,9,7,1,5,3259,57.937777777777775
480,75,19,3,34,0.041666666666666664,59,10,7,3,3,0,0.0
480,75,15,1,13,0.041666666666666664,46,10,2,1,8,2807,49.90222222222222
480,75,16,3,24,0.041666666666666664,27,7,5,2,7,796,14.151111111111112
480,75,16,2,12,0.041666666666666664,43,8,3,5,2,3211,57.08444444444445
480,75,16,2,14,0.041666666666666664,13,7,10,0,4,276,4.906666666666667
480,75,20,2,40,0.041666666666666664,35,10,3,4,7,1,0.017777777777777778
480,75,17,3,27,0.041666666666666664,34,7,9,4,6,0,0.0
480,75,18,1,12,0.041666666666666664,66,3,2,4,4,3410,60.62222222222222
480,75,19,2,36,0.041666666666666664,56,4,3,5,1,0,0.0
480,75,20,3,40,0.041666666666666664,44,5,8,4,10,5,0.08888888888888889
480,75,16,2,36,0.041666666666666664,41,2,3,3,4,21,0.37333333333333335
480,75,19,3,18,0.041666666666666664,31,6,4,4,4,0,0.0
480,75,16,2,14,0.041666666666666664,49,7,2,0,5,3834,68.16
480,75,20,3,36,0.041666666666666664,65,6,6,4,3,188,3.342222222222222
480,75,20,2,17,0.041666666666666664,52,4,3,5,1,1078,19.164444444444445
480,75,17,2,39,0.041666666666666664,52,6,7,1,8,846,15.040000000000001
480,75,20,1,26,0.041666666666666664,28,5,10,5,2,81,1.44
480,75,15,1,20,0.041666666666666664,66,8,4,4,10,2678,47.60888888888889
480,75,17,1,12,0.041666666666666664,49,3,4,5,9,0,0.0
480,75,19,3,27,0.041666666666666664,14,5,4,2,9,0,0.0
480,75,20,2,30,0.041666666666666664,22,5,4,0,0,80,1.4222222222222223
480,75,16,1,39,0.041666666666666664,71,6,4,2,4,185,3.288888888888889
480,75,18,2,34,0.041666666666666664,11,10,4,4,2,0,0.0
480,75,19,2,40,0.041666666666666664,11,3,4,5,2,0,0.0
480,75,15,3,27,0.041666666666666664,36,2,10,2,5,0,0.0
480,75,18,3,17,0.041666666666666664,33,2,5,5,8,0,0.0
480,75,19,3,48,0.041666666666666664,62,4,9,1,3,0,0.0
480,75,20,3,39,0.041666666666666664,14,6,8,5,9,0,0.0
480,75,19,1,43,0.041666666666666664,71,5,10,5,5,0,0.0
480,75,18,2,20,0.041666666666666664,12,5,10,0,8,244,4.337777777777778
480,75,15,3,45,0.041666666666666664,13,5,6,3,1,0,0.0
480,75,17,3,13,0.041666666666666664,39,8,0,5,3,3208,57.03111111111111
480,75,20,1,26,0.041666666666666664,29,9,0,4,1,113,2.008888888888889
480,75,20,2,34,0.041666666666666664,67,10,0,4,5,0,0.0
480,75,16,2,18,0.041666666666666664,60,7,1,5,0,0,0.0
480,75,16,1,31,0.041666666666666664,42,10,1,3,10,2487,44.21333333333333
480,75,15,2,41,0.041666666666666664,46,2,5,0,6,841,14.951111111111112
480,75,20,1,42,0.041666666666666664,51,7,9,4,8,0,0.0
480,75,18,2,33,0.041666666666666664,33,5,8,1,4,500,8.88888888888889
480,75,15,3,35,0.041666666666666664,69,7,8,0,7,2244,39.89333333333333
480,75,17,1,43,0.041666666666666664,55,4,1,0,1,1351,24.017777777777777
480,75,16,3,42,0.041666666666666664,13,2,5,0,4,3,0.05333333333333334
480,75,19,2,33,0.041666666666666664,28,8,6,1,6,545,9.688888888888888
480,75,18,2,22,0.041666666666666664,23,3,6,4,0,0,0.0
480,75,16,3,46,0.041666666666666664,47,3,8,1,7,21,0.37333333333333335
480,75,17,1,12,0.041666666666666664,69,5,1,3,7,1911,33.973333333333336
480,75,18,3,27,0.041666666666666664,41,4,2,5,6,0,0.0
480,75,17,1,37,0.041666666666666664,24,10,2,2,2,1545,27.46666666666667
480,75,19,3,33,0.041666666666666664,48,7,3,1,8,1500,26.666666666666668
480,75,19,1,28,0.041666666666666664,61,5,2,1,5,3617,64.30222222222223
480,75,17,1,45,0.041666666666666664,34,10,8,3,8,131,2.3288888888888892
480,75,19,1,42,0.041666666666666664,25,6,2,1,2,139,2.471111111111111
480,75,16,2,29,0.041666666666666664,42,10,5,5,4,422,7.502222222222223
480,75,18,2,35,0.041666666666666664,15,7,7,1,4,48,0.8533333333333334
480,75,16,2,14,0.041666666666666664,47,7,5,0,2,4362,77.54666666666667
480,75,17,2,23,0.041666666666666664,56,2,2,0,9,2196,39.04
480,75,18,1,40,0.041666666666666664,70,3,5,4,4,770,13.68888888888889
480,75,20,1,14,0.041666666666666664,43,7,7,2,10,1313,23.342222222222222
480,75,15,3,39,0.041666666666666664,74,6,8,3,0,159,2.8266666666666667
480,75,20,1,19,0.041666666666666664,27,4,2,3,2,546,9.706666666666667
480,75,19,1,21,0.041666666666666664,27,3,5,2,4,660,11.733333333333333
480,75,18,1,38,0.041666666666666664,74,10,10,3,6,359,6.3822222222222225
480,75,15,2,34,0.041666666666666664,41,5,7,4,9,0,0.0
480,75,18,1,40,0.041666666666666664,70,3,9,0,3,629,11.182222222222222
480,75,18,3,20,0.041666666666666664,20,9,0,4,0,61,1.0844444444444445
480,75,19,1,25,0.041666666666666664,66,7,6,4,10,2997,53.28000000000001
480,75,15,2,48,0.041666666666666664,39,2,10,3,9,13,0.2311111111111111
480,75,20,2,43,0.041666666666666664,15,8,5,3,6,0,0.0
480,75,18,2,24,0.041666666666666664,15,4,10,1,6,59,1.048888888888889
480,75,20,1,38,0.041666666666666664,74,9,2,4,5,170,3.022222222222222
480,75,20,2,41,0.041666666666666664,15,7,6,5,10,0,0.0
480,75,18,3,46,0.041666666666666664,62,10,9,1,8,1614,28.69333333333333
480,75,20,1,38,0.041666666666666664,63,9,0,4,0,265,4.711111111111111
480,75,15,2,33,0.041666666666666664,29,9,6,5,5,0,0.0
480,75,18,1,40,0.041666666666666664,60,8,10,0,5,220,3.911111111111111
480,75,18,2,43,0.041666666666666664,14,7,5,2,0,25,0.4444444444444444
480,75,15,1,21,0.041666666666666664,68,5,7,5,0,558,9.92
480,75,17,2,20,0.041666666666666664,21,9,7,4,3,0,0.0
480,75,18,1,32,0.041666666666666664,59,6,5,2,1,1266,22.506666666666668
480,75,20,2,12,0.041666666666666664,50,9,7,4,0,1796,31.92888888888889
480,75,20,3,44,0.041666666666666664,15,5,4,0,6,5,0.08888888888888889
480,75,20,3,48,0.041666666666666664,55,10,0,3,7,0,0.0
480,75,19,3,20,0.041666666666666664,74,10,1,2,9,4845,86.13333333333333
480,75,20,3,34,0.041666666666666664,57,10,0,3,3,847,15.057777777777778
480,75,20,3,26,0.041666666666666664,39,3,10,0,2,366,6.506666666666666
480,75,20,3,40,0.041666666666666664,47,6,5,4,6,33,0.5866666666666667
480,75,17,3,14,0.041666666666666664,10,10,8,2,1,421,7.484444444444445
480,75,15,2,17,0.041666666666666664,30,8,9,0,5,478,8.497777777777777
480,75,17,1,34,0.041666666666666664,48,8,2,5,1,0,0.0
480,75,19,3,25,0.041666666666666664,32,8,9,0,8,375,6.666666666666667
480,75,20,1,34,0.041666666666666664,52,7,9,0,5,838,14.897777777777776
480,75,17,2,44,0.041666666666666664,70,7,6,5,7,0,0.0
480,75,18,2,35,0.041666666666666664,67,9,8,3,0,609,10.826666666666666
480,75,17,1,30,0.041666666666666664,37,7,10,2,10,318,5.653333333333333
480,75,17,2,12,0.041666666666666664,23,5,10,1,9,310,5.511111111111111
480,75,17,3,28,0.041666666666666664,55,8,9,3,3,916,16.284444444444446
480,75,20,2,21,0.041666666666666664,71,7,10,4,2,670,11.911111111111111
480,75,18,1,32,0.041666666666666664,67,5,2,1,7,4104,72.96000000000001
480,75,19,1,30,0.041666666666666664,47,9,8,3,5,560,9.955555555555556
480,75,17,1,15,0.041666666666666664,28,6,7,0,8,1048,18.631111111111114
480,75,15,2,48,0.041666666666666664,29,8,6,2,4,9,0.16
480,75,16,3,48,0.041666666666666664,54,7,7,2,3,654,11.626666666666667
480,75,16,1,35,0.041666666666666664,70,7,4,5,6,601,10.684444444444445
480,75,19,3,34,0.041666666666666664,45,3,2,3,8,0,0.0
480,75,19,1,20,0.041666666666666664,57,5,7,3,6,554,9.848888888888888
480,75,20,3,15,0.041666666666666664,16,2,0,1,2,721,12.817777777777778
480,75,17,3,30,0.041666666666666664,72,2,4,1,0,1377,24.48
480,75,15,2,37,0.041666666666666664,60,5,7,0,4,573,10.186666666666666
480,75,20,1,46,0.041666666666666664,34,10,2,4,9,717,12.746666666666668
480,75,18,2,46,0.041666666666666664,71,5,6,4,8,0,0.0
480,75,18,3,36,0.041666666666666664,53,6,7,5,5,0,0.0
480,75,18,2,14,0.041666666666666664,52,7,4,0,5,4258,75.69777777777777
480,75,16,1,27,0.041666666666666664,62,4,0,4,0,762,13.546666666666669
480,75,19,1,14,0.041666666666666664,59,7,0,3,6,3746,66.59555555555555
480,75,17,3,21,0.041666666666666664,48,9,7,4,2,0,0.0
480,75,20,1,35,0.041666666666666664,67,5,5,0,10,3140,55.822222222222216
480,75,19,3,12,0.041666666666666664,71,4,5,5,3,3265,58.044444444444444
480,75,18,1,33,0.041666666666666664,55,4,2,4,9,0,0.0
480,75,15,2,35,0.041666666666666664,49,4,9,3,1,0,0.0
480,75,18,2,24,0.041666666666666664,60,9,6,5,10,0,0.0
480,75,17,2,48,0.041666666666666664,24,7,10,3,9,0,0.0
480,75,17,3,24,0.041666666666666664,41,8,3,5,10,0,0.0
480,75,18,3,39,0.041666666666666664,20,9,0,2,9,47,0.8355555555555555
480,75,18,2,40,0.041666666666666664,75,7,6,0,7,2113,37.56444444444445
480,75,16,3,12,0.041666666666666664,53,9,8,0,3,2171,38.595555555555556
480,75,20,2,33,0.041666666666666664,58,6,8,0,2,62,1.1022222222222222
480,75,15,2,33,0.041666666666666664,63,9,4,4,4,624,11.093333333333334
480,75,20,2,17,0.041666666666666664,32,5,8,5,4,695,12.355555555555556
480,75,20,1,19,0.041666666666666664,29,2,10,0,2,371,6.595555555555556
480,75,17,1,26,0.041666666666666664,69,5,2,0,3,4606,81.88444444444445
480,75,17,3,12,0.041666666666666664,29,7,6,1,7,267,4.746666666666666
480,75,19,3,16,0.041666666666666664,36,9,9,1,10,844,15.004444444444445
480,75,20,1,45,0.041666666666666664,28,4,8,0,4,451,8.017777777777777
480,75,15,3,32,0.041666666666666664,44,3,2,0,1,1072,19.05777777777778
480,75,19,1,46,0.041666666666666664,43,4,7,1,4,658,11.697777777777778
480,75,15,3,20,0.041666666666666664,67,9,6,2,7,4431,78.77333333333333
480,75,18,1,46,0.041666666666666664,13,3,8,1,8,10,0.17777777777777778
480,75,17,2,33,0.041666666666666664,51,2,4,1,9,795,14.133333333333335
480,75,19,3,47,0.041666666666666664,22,9,10,3,1,0,0.0
480,75,16,2,47,0.041666666666666664,32,2,9,1,10,15,0.26666666666666666
480,75,15,3,21,0.041666666666666664,24,9,3,2,0,601,10.684444444444445
480,75,16,3,26,0.041666666666666664,74,5,5,5,0,678,12.053333333333335
480,75,17,3,42,0.041666666666666664,11,2,0,2,5,0,0.0
480,75,16,1,15,0.041666666666666664,39,5,1,4,3,0,0.0
480,75,17,3,48,0.041666666666666664,34,3,5,4,0,8,0.14222222222222222
480,75,18,3,43,0.041666666666666664,10,2,9,4,3,0,0.0
480,75,18,2,28,0.041666666666666664,33,10,1,5,5,34,0.6044444444444445
480,75,16,2,27,0.041666666666666664,60,4,0,3,10,1349,23.982222222222223
480,75,18,3,43,0.041666666666666664,51,8,2,2,9,37,0.6577777777777778
480,75,19,1,24,0.041666666666666664,33,6,7,5,2,175,3.111111111111111
480,75,18,2,33,0.041666666666666664,75,7,5,5,4,2295,40.8
480,75,20,1,44,0.041666666666666664,31,2,2,5,5,0,0.0
480,75,20,1,37,0.041666666666666664,59,2,3,2,3,381,6.773333333333334
480,75,17,1,23,0.041666666666666664,41,3,1,0,4,1940,34.488888888888894
480,75,16,3,18,0.041666666666666664,54,3,5,0,1,2587,45.99111111111111
480,75,18,3,29,0.041666666666666664,74,3,0,5,3,923,16.40888888888889
480,75,19,1,30,0.041666666666666664,13,9,2,1,8,2217,39.413333333333334
480,75,16,2,22,0.041666666666666664,49,10,4,0,4,4603,81.83111111111111
480,75,19,3,25,0.041666666666666664,19,3,1,1,9,598,10.63111111111111
